PR;RED;CARRETERA;TRAMO;LONGITUD;pk i;pk f;"ANCHURA
ASF
(m.)";"ESTAC.
AFORO"
LE;B;CL-621;DE VALENCIA DE DON JUAN A VILLAMAÑÁN (N-630);6.28;24.52;30.8;9.0;LE-1045
LE;B;CL-621;DE VILLAMAÑÁN (N-630 ) A LE-411;1.31;30.8;32.11;8.0;LE-3055
LE;B;CL-621;DE SANTA MARÍA DEL PÁRAMO (CL-625) A SANTA MARÍA DEL PÁRAMO (CL-625). TRAVESÍA DE SANTA MARÍA DEL PÁRAMO;1.56;44.8;46.36;8.0;
LE;B;CL-623;DE LORENZANA (LE-129) A LE-460;10.0;8.0;18.0;9.0;LE-3760
LE;B;CL-626;DE LÍMITE DE C.A. DE ASTURIAS A CABOALLES DE ABAJO (LE-497);7.0;0.0;7.0;8.35;LE-3770
LE;B;CL-626;DE RIOSCURO (LE-493) A PIEDRAFITA DE BABIA (LE-495);9.44;14.1;23.54;10.0;LE-3140
LE;B;CL-626;DE CL-623 A LA ROBLA (N-630);11.38;83.06;94.44;9.0;LE-3175
LE;B;CL-626;DE LA ROBLA (N-630) A ROBLES DE LA VALCUEVA (LE-311);12.96;94.44;107.4;8.2;LE-3170
LE;B;CL-626;DE ROBLES DE LA VALCUEVA (LE-311) A LA VECILLA (LE-321);8.5;107.4;115.9;8.0;LE-3165
LE;B;CL-626;DE LA VECILLA (LE-321) A CL-624;8.2;115.9;124.1;8.7;LE-3155
LE;B;CL-626;DE LE-211 A PUENTE ALMUHEY (LE-232);7.6;154.0;161.6;8.4;LE-3545
LE;P;LE-110;DE CASTROCALBÓN A LÍMITE DE PROVINCIA DE ZAMORA;7.7;10.0;17.7;8.0;ZA-4540
LE;P;LE-126;TRUCHAS - ENCINEDO;20.43;27.4;47.83;7.0;LE-4640
LE;P;LE-126;ENCINEDO - LA BAÑA (LE-164);7.5;47.83;55.33;6.0;LE-4640
LE;P;LE-311;DE SAN FELIZ DEL TORÍO A ROBLES DE LA VALCUEVA (CL-626);17.7;7.7;25.4;8.2;LE-4665
LE;P;LE-420;DE LA BAÑEZA (N-VI) A HOSPITAL DE ÓRBIGO (N-120);17.4;0.0;17.4;9.5;LE-0370
LE;P;LE-420;DE VILLANUEVA DE CARRIZO (LE-413) A RIOSECO DE TAPIA (LE-460);18.59;34.61;53.2;8.1;LE-1395
LE;P;LE-420;DE RIOSECO DE TAPIA (LE-460) A LA MAGDALENA (CL-626);7.47;53.2;60.67;8.25;LE-4725
LE;P;LE-441;DE SAN ANDRÉS DEL RABANEDO A MONTEJOS;8.67;1.7;10.37;7.85;LE-4400
LE;P;LE-512;DE MANSILLA DE LAS MULAS (N-601a) A PALANQUINOS (A-231);9.0;0.0;9.0;8.0;LE-4505
LE;P;LE-512;DE VALDERAS (LE-524) A LÍMITE PROVINCIA DE ZAMORA;5.7;53.1;58.8;6.0;ZA-4290
LE;P;LE-521;DE MATALLANA DE VALMADRIGAL (N-601) A VALENCIA DE DON JUAN (CL-621);17.3;0.0;17.3;7.2;LE-1490
LE;P;LE-711;DE PONFERRADA (N-VI) A SANCEDO;12.0;0.0;12.0;9.0;LE-4515
LE;P;LE-711;DE SANCEDO A FABERO (LE-715) POR VEGA DE ESPINAREDA;15.3;12.0;27.3;7.5;LE-4525
LE;P;LE-711;DE FABERO A CL-631;18.17;27.3;45.47;8.0;LE-4680
LE;P;LE-713;DE A-6 (CAMPONARAYA)  A VILLAFRANCA DEL BIERZO (N-VI) POR CACABELOS;11.1;4.2;15.3;7.1;LE-4570
LE;L;LE-N-006;TRAVESÍA ANTIGUA N-VI DE COMBARROS;2.75;332.95;335.7;7.0;
LE;L;LE-N-006;TRAVESÍA ANTIGUA N-VI DE MANZANAL DEL PUERTO;3.0;346.3;349.3;7.0;
LE;L;LE-N-006;TRAMO LA RETUERTA A ENTRONQUE;3.2;350.2;353.4;6.7;
LE;L;LE-N-006;TRAVESÍA ANTIGUA N-VI DEAMBASMESTAS, VEGA DE VALCARCE, RUITELÁN, LAS HERRERÍAS,   LAS LAMAS;10.3;424.7;435.0;6.3;
LE;L;LE-N-006;TRAVESÍA ANTIGUA N-VI DEL CASTRO A LÍMITE DE C.A. DE GALICIA;2.0;436.4;438.4;6.1;
LE;L;LE-164;DE LLAMAS DE CABRERA (LE-7311) A SILVAN;10.675;20.46;31.135;6.3;LE-4730
LE;L;LE-233;DE BESANDE (LE-215) A LE-234;8.575;0.0;8.575;5.0;LE-4035
LE;L;LE-315;DE CARMENES (LE-312) A PIEDRAFITA;6.93;16.8;23.73;6.0;LE-4325
LE;L;LE-321;DE DEVESA (N-621) A LA VECILLA (CL-626);17.75;0.0;17.75;7.05;LE-4690
LE;L;LE-333;DE PUEBLA DE LILLO (LE-331) A PUERTO DE TARNA (LE-334);14.4;0.0;14.4;5.2;LE-4350
LE;L;LE-411;DE VILLAMAÑÁN (CL-621) A LE-412;17.23;0.0;17.23;6.1;LE-4360
LE;L;LE-411;DE LE-412 A SALUDES DE CASTROPONCE ( N-VI);6.87;17.23;24.1;6.0;LE-4360
LE;L;LE-412;DE VILLAQUEJIDA (N-630) A CAZANUECOS (LE-411);9.8;0.0;9.8;5.9;LE-4585
LE;L;LE-413;DE VILLADANGOS (N-120) A SANTA MARÍA DEL PÁRAMO (CL-625);18.813;7.7;26.513;6.9;LE-4365
LE;L;LE-413;DE SANTA MARÍA DEL PÁRAMO (CL-625) A SANTA MARÍA DEL PÁRAMO (CL-625). TRAVESÍA DE SANTA MARÍA DEL PÁRAMO;1.627;26.513;28.14;6.5;
LE;L;LE-510;DE VALENCIA DE DON JUAN (CL-621) A VILLAFER (LE-524) POR CAMPAZAS;30.64;0.0;30.64;6.1;LE-4470
LE;L;LE-511;DE CASTROFUERTE (LE-510)  A TORAL DE LOS GUZMANES (N-630);3.8;0.0;3.8;8.1;LE-4780
LE;L;LE-513;DE VALDERAS (LE-524) A LÍMITE DE PROVINCIA DE VALLADOLID;4.0;0.0;4.0;6.0;ZA-4295
LE;L;LE-716;DE VEGA DE ESPINAREDA (LE-711) A TORENO (CL-631);13.9;0.0;13.9;7.4;LE-4700
P;B;A-231;DE CARRIÓN DE LOS CONDES (CL-615) A OSORNO (A-67);20.55;84.85;105.4;10.5;PA-1750
P;B;A-610;RESTO HASTA GLORIETAS EXTREMAS;1.48;6.07;7.55;10.5;PA-0005
P;B;CL-613;DE BECERRIL DE CAMPOS (P-953) A PAREDES DE NAVA;8.1;10.87;18.97;8.1;PA-1050
P;B;CL-615;DE PALENCIA A CL-613;1.27;0.0;1.27;10.0;PA-1070
P;B;CL-615;DE CARRIÓN DE LOS CONDES (N-120a) A SALDAÑA (P-235);21.96;36.63;58.59;10.2;PA-3110
P;B;CL-615;DE ROTONDA (CL-615, SC-P-15) A ROTONDA CL-626;2.82;90.155;92.975;10.0;
P;B;CL-619;DE BALTANÁS  (P-131) A LÍMITE DE PROVINCIA DE BURGOS POR CEVICO NAVERO;19.76;15.14;34.9;8.2;PA-3175
P;B;CL-626;DE GUARDO (CL-615) A SANTIBAÑEZ DE LA PEÑA (P-214);8.85;177.1;185.95;8.0;PA-1230
P;B;CL-626;DE P-227 A CERVERA DE PISUERGA (CL-627);4.0;209.3;213.3;8.0;PA-1195
P;B;CL-627;DE CERVERA DE PISUERGA  (CL-626) A SAN SALVADOR DE CANTAMUDA;14.753;0.0;14.753;6.0;PA-1265
P;P;P-140;DE LÍMITE DE PROVINCIA DE BURGOS A LÍMITE DE PROVINCIA DE VALLADOLID;4.425;0.0;4.425;8.0;PA-4775
P;P;P-225;DE LA PUEBLA DE VALDAVIA (P-223)  A CL-615;19.24;20.8;40.04;7.3;PA-4220
P;P;P-227;DE OLMOS DE OJEDA (P-222) A HERRERA DE PISUERGA (N-611a);16.11;18.84;34.95;7.0;PA-1250
P;P;P-230;DE HERRERA DE PISUERGA (P-227) A SOTOBAÑADO (P-233);9.185;0.0;9.185;7.0;PA-4390
P;P;P-235;DE SALDAÑA (CL-615) A A-231;19.59;0.0;19.59;7.2;PA-4225
P;P;P-405;DE VILLALOBÓN (P-410)  A P-411;10.38;2.78;13.16;8.5;PA-4155
P;P;P-405;DE P-411 A ASTUDILLO (P-431);15.435;13.16;28.595;8.0;PA-1160
P;P;P-405;DE ASTUDILLO (P-431) A P-412;1.205;28.595;29.8;8.0;BU-4320
P;P;P-412;DE TORQUEMADA (A-62) A ASTUDILLO (P-405);19.8;0.0;19.8;7.1;PA-4455
P;P;P-431;DE P-403 A ASTUDILLO (P-405);9.52;3.5;13.04;7.0;PA-4485
P;P;P-627;DE HERRERA DE PISUERGA (N-611) A LÍMITE DE PROVINCIA DE BURGOS;3.518;0.0;3.518;8.0;BU-4755
P;P;P-905;DE N-120 A VILLADA (CL-613);13.27;0.0;13.27;5.3;PA-4645
P;P;P-922;DE VILLERIAS DE CAMPOS (CL-612) A VILLARRAMIEL (N-610);13.54;0.0;13.54;5.1;PA-4555
P;P;P-953;DE FUENTES DE NAVA A VILLARRAMIEL (N-610);11.83;19.59;31.42;8.0;PA-4755
P;P;P-972;DE VILLADA (CL-613) A SAN ROMÁN DE LA CUBA (P-970);8.52;0.0;8.52;5.3;PA-4640
P;P;P-990;DE LA VENTA (CL-615)  A MONZÓN DE CAMPOS (N-611);5.988;0.0;5.988;8.0;PA-4680
P;L;P-114;DE CEVICO NAVERO (CL-619) A HÉRMEDES DE CERRATO (P-110);5.9;0.0;5.9;5.2;PA-4290
P;L;P-121;DE N-620 A PK 9,6;9.6;0.0;9.6;5.0;PA-4305
P;L;P-141;DE BALTANÁS (P-131) A ANTIGÜEDAD;11.35;0.0;11.35;7.0;PA-4325
P;L;P-211;DE P-210 A RESOBA;4.68;0.0;4.68;4.5;PA-4340
P;L;P-213;DE SALINAS DE PISUERGA (CL-626) A CL-626;5.95;0.0;5.95;4.6;PA-4380
P;L;P-216;DE TRIOLLO (P-210) A VIDRIEROS;2.498;0.0;2.498;4.5;PA-4340
P;L;P-222;DE OLMOS DE OJEDA A P-223;6.872;0.0;6.872;5.5;PA-4385
P;L;P-223;DE PRÁDANOS DE OJEDA (P-222) A ALAR DEL REY (N-611);4.55;24.5;29.05;5.5;PA-4385
P;L;P-237;DE VILLAELES DE VALDAVIA (P-230) A BUENAVISTA DE VALDAVIA (P-225);8.568;0.0;8.568;6.4;PA-4720
P;L;P-244;DE N-120 A VILLASARRACINO (P-236);7.304;0.0;7.304;4.8;PA-4425
P;L;P-411;DE P-405 A VALDEOLMILLOS (P-410);6.48;0.0;6.48;5.0;PA-4440
P;L;P-413;DE QUINTANA DEL PUENTE (A-62) A CORDOVILLA LA REAL (P-412);5.16;0.0;5.16;5.8;PA-4450
P;L;P-434;DE FRÓMISTA (P-431) A LÍMITE DE PROVINCIA DE BURGOS;14.56;0.0;14.56;4.8;PA-4760
P;L;P-903;DE SANTA CECILIA DEL ALCOR (P-901) A DUEÑAS (N-620);13.23;0.0;13.23;5.5;PA-4520
P;L;P-904;DE AMPUDIA (P-901) A LÍMITE DE PROVINCIA DE VALLADOLID;7.34;0.0;7.34;4.9;PA-4800
P;L;P-913;DE BELMONTE DE CAMPOS A LÍMITE DE PROVINCIA DE VALLADOLID;1.08;13.0;14.08;5.3;VA-4405
P;L;P-923;DE VILLARRAMIEL (N-610) A GUAZA DE CAMPOS;9.524;0.0;9.524;5.1;PA-4590
P;L;P-934;DE GUAZA DE CAMPOS (P-924) A BOADILLA DE RIOSECO (P-905);8.758;0.0;8.758;5.0;PA-4590
P;L;P-940;DE MAZARIEGOS (N-610) A FUENTES DE NAVA (P-953);8.277;0.0;8.277;5.0;PA-4575
P;L;P-944;DE FRECHILLA (P-924) A P-953;6.391;0.0;6.391;5.9;PA-4590
P;L;P-981;DE VILLOLDO (CL-615a) A VILLACAZAR DE SIRGA (P-980);9.56;0.0;9.56;5.1;PA-4665
P;L;P-981;DE VILLACAZAR DE SIRGA (P-980) A SANTILLANA DE CAMPOS (A-67);13.83;9.56;23.39;14.5;PA-4665
P;L;P-984;DE N-611 A SAN CEBRIÁN DE CAMPOS;9.765;0.0;9.765;5.0;PA-4675
SA;B;CL-510;DE SALAMANCA (A-50) A CALVARRASA DE ARRIBA;6.0;0.0;6.0;10.0;SA-3010
SA;B;CL-510;DE CALVARRASA DE ARRIBA A ALBA DE TORMES;11.36;6.0;17.36;10.0;SA-0015
SA;B;CL-510;DE ALBA DE TORMES A ANAYA DE ALBA;11.25;17.36;28.61;8.0;SA-3020
SA;B;CL-517;DE DOÑINOS DE SALAMANCA A (DSA-520);3.35;3.0;6.35;8.8;SA-3455
SA;B;CL-517;DE LUMBRALES  A LA FREGENEDA;15.2;89.62;104.82;8.0;SA-3105
SA;B;CL-517;DE LA FREGENEDA A LA FRONTERA CON PORTUGAL;9.46;104.82;114.28;7.0;SA-3105
SA;B;CL-605;DE LÍMITE DE PROVINCIA DE ÁVILA A CANTALAPIEDRA (SA-810);6.41;93.79;100.2;8.0;AV-3180
SA;B;CL-605;DE SA-801 A LÍMITE DE PROVINCIA DE ZAMORA;1.14;108.7;109.84;8.0;ZA-3085
SA;B;CL-610;DE LÍMITE DE PROVINCIA DE ÁVILA A PEÑARANDA DE BRACAMONTE (N-501);15.66;83.09;98.75;9.0;SA-1180
SA;P;SA-102;DE PUENTE DEL CONGOSTO A LÍMITE DE PROVINCIA DE ÁVILA;6.2;16.0;22.2;8.0;AV-4210
SA;P;SA-114;DE CL-510 (ALBA DE TORMES) A N-630;16.855;27.71;44.565;8.0;SA-4220
SA;P;SA-205;DE VECINOS (SA-211) A SA-210;0.88;0.0;0.88;9.9;SA-1035
SA;P;SA-205;DE SA-210 A LINARES DE RIOFRÍO;21.48;0.88;22.86;8.1;SA-4415
SA;P;SA-220;DE CARRETERA DE NAVALMORAL DE BÉJAR A SANTIBÁÑEZ DE LA SIERRA (SA-205);17.015;7.985;25.0;7.0;SA-4495
SA;P;SA-220;DE SANTIBÁÑEZ DE LA SIERRA (SA-205) A SA-225;7.6;25.0;32.6;7.05;SA-4050
SA;P;SA-220;DE EL CABACO (SA-201)  A MORASVERDES;15.0;55.55;70.55;7.1;SA-4080
SA;P;SA-300;DE VILLAMAYOR A LEDESMA (SA-305);26.035;4.28;30.315;8.0;SA-1265
SA;P;SA-305;DE LEDESMA (SA-300) A LÍMITE DE PROVINCIA DE ZAMORA;6.87;41.79;48.66;5.5;ZA-4230
SA;P;SA-311;DE SA-306 A LÍMITE DE PROVINCIA DE ZAMORA;10.94;5.38;16.32;6.2;SA-4475
SA;P;SA-605;DE SALAMANCA A VILLARES DE LA REINA;1.364;0.0;1.364;9.0;SA-4110
SA;P;SA-605;DE VILLARES DE LA REINA A LA VELLÉS (SA-601);10.316;1.364;11.68;8.0;SA-4395
SA;P;SA-605;DE LA VELLÉS (SA-601) A LÍMITE DE PROVINCIA DE ZAMORA;13.765;11.68;25.445;8.0;SA-1120
SA;P;SA-810;DE ENCINAS DE ABAJO (N-501) A SA-801;18.47;0.0;18.47;8.0;SA-4365
SA;L;SA-200;DE N-620 A LA FRONTERA CON PORTUGAL;33.17;0.0;33.17;8.0;SA-4225
SA;L;SA-213;DE TAMAMES (SA-215) A ALDEHUELA DE YELTES;12.1;0.0;12.1;6.5;SA-4510
SA;L;SA-213;DE ALDEHUELA DE YELTES A DSA-341;10.53;12.1;22.63;6.1;SA-4510
SA;L;SA-214;DE VALDELACASA (DSA-246), A CRISTÓBAL (SA-221);12.085;10.13;22.215;7.0;SA-4260
SA;L;SA-302;DE LEDESMA (SA-305) A MONLERAS;21.7;0.0;21.7;7.0;SA-4280
SA;L;SA-302;DE MONLERAS A SA-315;15.88;21.7;37.58;7.1;SA-4280
SA;L;SA-801;DE PEÑARANDA DE BRACAMONTE A SA-810;15.95;0.0;15.95;7.0;SA-4335
SA;L;SA-804;DE CTRA. BABILAFUENTE A CANTALPINO (SA-801);20.37;7.75;28.12;6.0;SA-4435
SG;B;A-601;DE NAVALMANZANO (SG-332) A TABANERA LA LUENGA (SG-211);13.82;77.62;91.44;10.5;SG-0460
SG;B;A-601;DE ENCINILLAS (CL-603) A SEGOVIA (SG-20);3.8;104.9;108.7;10.5;SG-0465
SG;B;CL-601;DE ROTONDA DEL PONTÓN ALTO A LA GRANJA;3.1;4.15;7.25;7.9;SG-3010
SG;B;CL-601a;DE SG-20 (Norte) A SEGOVIA (Carretera de Riaza);3.8;108.705;112.505;7.9;
SG;B;CL-603;DE LÍMITE DE PROVINCIA DE BURGOS A SG-241;7.8;20.5;28.3;8.3;SG-3125
SG;B;CL-603;DE SG-241 A SAN MIGUEL DE BERNUY;8.0;28.3;36.3;8.6;SG-3325
SG;B;CL-603;DE TURÉGANO (SG-222) A VILLOVELA DE PIRÓN;10.8;68.0;78.8;8.9;SG-3100
SG;B;CL-605;DE SEGOVIA (N-110) A CL-607;2.37;0.0;2.37;8.8;SG-3135
SG;B;CL-605;DE GARCILLÁN (SG-313) A SANTA MARÍA LA REAL DE NIEVA (SG-342);16.73;10.67;27.4;10.0;SG-0145
SG;B;CL-605;DE MONTUENGA A LÍMITE DE PROVINCIA DE ÁVILA;4.42;47.51;51.93;9.2;SG-3330
SG;P;SG-205;DE CANTALEJO (CL-603) A HONTALBILLA (SG-211);18.8;29.7;48.5;9.0;SG-4065
SG;P;SG-205;DE HONTALBILLA (SG-211) A CUÉLLAR (A-601);16.4;48.5;64.9;8.9;SG-1070
SG;P;SG-222;DE TURÉGANO (CL-603) A AGUILAFUENTE;12.4;0.0;12.4;7.4;SG-4340
SG;P;SG-232;DE BOCEGUILLAS (N-I) A EL OLMO  (SG-234);4.14;0.0;4.14;7.1;SG-1205
SG;P;SG-232;DE P.K. 12,670 A SG-205;9.43;12.67;22.1;6.7;SG-4395
SG;P;SG-332;DE NAVALMANZANO (A-601) A NAVAS DE ORO (SG-342);15.8;0.0;15.8;7.2;SG-4250
SG;P;SG-343;DE SANTIUSTE DE SAN JUAN BAUTISTA (SG-351) A LÍMITE DE PROVINCIA DE VALLADOLID;9.62;7.48;17.1;8.3;SG-1280
SG;P;SG-945;DE MADERUELO A LÍMITE DE PROVINCIA DE BURGOS;14.29;15.49;29.78;6.55;SG-4090
SG;L;SG-112;DE RIOFRÍO DE RIAZA A LÍMITE DE C.A. DE CASTILLA LA MANCHA;7.04;5.42;12.46;4.3;SG-4500
SG;L;SG-211;DE TABANERA LA LUENGA (A-601) A AGUILAFUENTE (SG-222);17.7;0.0;17.7;6.5;SG-4335
SG;L;SG-231;DE CL-603 A SG-205;9.5;0.0;9.5;7.6;SG-4190
SG;L;SG-241;DE CL-603 A SACRAMENIA;9.2;23.6;32.8;5.7;SG-4220
SG;L;SG-333;DE A-601 A SG-342;8.2;0.0;8.2;6.7;SG-4350
SG;L;SG-333;DE SG-342 A LÍMITE DE PROVINCIA DE VALLADOLID (SG-344);11.08;8.2;19.28;6.5;SG-4440
SG;L;SG-411;DE N-601 A N-VI;8.3;0.0;8.3;6.1;SG-4300
SG;L;SG-413;DE N-601 A LÍMITE DE PROVINCIA DE ÁVILA;11.1;0.0;11.1;5.6;SG-4370
SG;L;SG-612;DE N-110 A NAVAFRÍA;2.0;0.0;2.0;5.2;SG-4390
SG;L;SG-615;DEL PUERTO DE NAVACERRADA (CL-601) A LÍMITE DE C.A. DE MADRID;6.7;0.0;6.7;8.4;SG-4130
SG;L;SG-723;DE N-110 A OTERO DE HERREROS (N-603);8.3;0.0;8.3;8.0;SG-1310
SO;B;CL-101;DE GÓMARA (SO-340) A CARRETERA DE BANIEL-PERDICES;26.97;42.75;69.72;12.0;SO-1025
SO;B;CL-101;DE ALMAZÁN ( CL-116) A VILLASAYAS;14.73;76.0;90.73;11.0;SO-1015
SO;B;CL-116;DE ALMAZÁN (A-15) A MORÓN DE ALMAZÁN;11.28;50.0;61.28;8.0;SO-3080
SO;B;CL-116;DE MORÓN DE ALMAZÁN A MONTEAGUDO DE LAS VICARÍAS (SO-340);22.79;61.28;84.07;7.8;SO-1075
SO;B;CL-117;DE LÍMITE DE PROVINCIA DE BURGOS A DURUELO DE LA SIERRA;2.98;32.81;35.79;8.0;SO-3250
SO;B;CL-117;DE DURUELO DE LA SIERRA A MOLINOS DE DUERO (SO-820);15.57;35.79;51.36;8.2;SO-3250
SO;P;SO-100;DE FUENTEPINILLA (SO-110) A  CL-116;10.64;32.72;43.36;7.0;SO-4115
SO;P;SO-100;DE CL-116 A BERLANGA DE DUERO (SO-152);2.76;43.36;46.12;7.0;SO-4115
SO;P;SO-132;DE BARAHONA (CL-101) A LA RIBA DE ESCALOTE (SO-152);16.73;28.4;45.13;6.95;SO-4300
SO;P;SO-160;DEL PUENTE PORTUGUÍ A RECUERDA;14.263;2.68;16.943;7.0;SO-4145
SO;P;SO-340;DE SERÓN DE NÁGIMA A MONTEAGUDO DE LAS VICARÍAS (CL-116);16.088;21.942;38.03;7.0;SO-4170
SO;P;SO-380;DE MATALEBRERAS (N-122) A ÓLVEGA;8.87;0.0;8.87;6.5;SO-4325
SO;P;SO-615;DE GARRAY  A SO-650;20.86;0.0;20.86;7.0;SO-1045
SO;P;SO-820;DE VINUESA (SO-830) A MOLINOS DE DUERO (CL-117);4.1;33.9;38.0;8.0;SO-4245
SO;P;SO-920;"DE ""MIRADOR DE LA GALIANA"" A SAN LEONARDO DE YAGÜE (N-234)";13.72;20.22;33.94;7.2;SO-4270
SO;L;SO-110;DE MATAMALA DE ALMAZÁN (SO-115)  A FUENTEPINILLA (SO-100);12.972;9.278;22.25;5.0;SO-4120
SO;L;SO-152;DE HORTEZUELA (CL-116) A BERLANGA DE DUERO;2.633;0.0;2.633;7.8;SO-4150
SO;L;SO-152;DE LA RIBA DE ESCALOTE (SO-132) A BARCONES (SO-154);7.62;22.12;29.74;4.0;SO-4140
SO;L;SO-350;DE GÓMARA (SO-340) A MIÑANA;16.7;0.0;16.7;8.5;SO-4180
SO;L;SO-350;MIÑANA A LÍMITE DE C.A. DE ARAGON;17.17;16.7;33.87;5.0;SO-4180
SO;L;SO-620;DE LA RUBIA (SO-615) A N-111;8.457;0.0;8.457;4.5;SO-4280
SO;L;SO-630;DE SO-615 A SAN PEDRO MANRIQUE (SO-650);11.24;0.0;11.24;5.5;SO-4335
VA;B;A-601;DE ALDEAMAYOR (VA-200) A PORTILLO (VA-301);6.65;17.585;24.235;11.0;VA-0605
VA;B;A-601;DE PORTILLO (VA-301) A SANTIAGO DEL ARROYO (VP-2203);5.87;24.235;30.105;11.0;VA-0610
VA;B;CL-600;DE SIMANCAS (A-62) A PUENTEDUERO (CL-610);5.0;0.0;5.0;10.25;VA-3480
VA;B;CL-602;DE NAVA DEL REY (VA-800) A MEDINA DEL CAMPO;15.8;40.685;56.485;9.2;VA-3040
VA;B;CL-610;DE VA-30 (COVARESA) A EL PINAR DE ANTEQUERA;2.2;3.2;5.4;8.9;VA-0080
VA;B;CL-610;DE EL PINAR DE ANTEQUERA A PUENTEDUERO (CL-600);4.6;5.4;10.0;9.3;VA-3595
VA;B;CL-612;DE MEDINA DE RIOSECO (N-601) A VILLAFRECHÓS (VA-524);14.0;39.47;53.47;8.2;VA-3150
VA;P;VA-103;DE VALORIA LA BUENA (VA-102) A LÍMITE DE PROVINCIA DE PALENCIA;3.3;5.0;8.3;8.0;PA-4690
VA;P;VA-113;DE SANTOVENIA A VA-30;2.2;5.15;7.35;;
VA;P;VA-113;DE CABEZÓN DE PISUERGA A A-62;2.775;12.0;14.775;5.0;VA-4215
VA;P;VA-140;DE VP-3001 (RENEDO DE ESGUEVA) A OLMOS DE ESGUEVA;11.01;6.73;17.74;7.5;VA-1165
VA;P;VA-140;DE VA-110 A LÍMITE DE PROVINCIA DE PALENCIA;3.43;53.07;56.5;8.0;PA-4775
VA;P;VA-223;DE CAMPASPERO A LÍMITE DE PROVINCIA DE SEGOVIA;4.55;15.31;19.86;8.1;SG-4185
VA;P;VA-404;DE MEDINA DEL CAMPO A MATAPOZUELOS;16.1;0.0;16.1;7.0;VA-4330
VA;P;VA-405;DE SERRADA A MATAPOZUELOS;8.57;12.86;21.43;6.5;VA-4560
VA;P;VA-505;DE VILLABRÁGIMA (VA-511) A VA-524;3.315;8.66;11.975;7.0;
VA;P;VA-515;DE TORDESILLAS A TORRELOBATÓN (VA-514);17.2;0.0;17.2;8.1;VA-4100
VA;P;VA-515;DE TORRELOBATÓN A CASTROMONTE (VA-510);14.4;17.2;31.6;8.2;VA-4110
VA;P;VA-905;DE MEDINA DE RIOSECO (N-601) A VILLALÓN DE CAMPOS (N-610);21.4;0.0;21.4;8.2;VA-1130
VA;L;VA-101;DE PEÑAFIEL (N-122) A PESQUERA DE DUERO;6.53;0.0;6.53;9.0;VA-4180
VA;L;VA-200;DE ALDEAMAYOR DE SAN MARTÍN (A-601) A CL-600;6.7;0.0;6.7;6.0;VA-4460
VA;L;VA-203;DE QUINTANILLA DE ONÉSIMO (N-122) A COGECES DEL MONTE;15.89;0.0;15.89;6.0;VA-4260
VA;L;VA-203;DE COGECES DEL MONTE A LÍMITE DE PROVINCIA DE SEGOVIA;7.11;15.89;23.0;6.0;VA-4265
VA;L;VA-210;DE PEÑAFIEL (VA-223) A COGECES DEL MONTE (VA-203);19.45;0.0;19.45;6.0;VA-4280
VA;L;VA-211;DE VP-2006 (CASTRILLO DE DUERO) A LÍMITE DE PROVINCIA DE BURGOS;1.8;0.0;1.8;5.5;VA-4500
VA;L;VA-303;DE N-601 A VA-601 (PORTILLO);2.63;0.0;2.63;6.5;VA-4590
VA;L;VA-504;DE N-601 A LÍMITE DE PROVINCIA DE ZAMORA;14.0;0.0;14.0;7.0;VA-4355
VA;L;VA-524;DE VILLAFRECHÓS A LÍMITE DE PROVINCIA DE ZAMORA;10.175;11.51;21.685;;
VA;L;VA-610;DE CASTRONUÑO A LÍMITE DE PROVINCIA DE ZAMORA;6.39;17.61;24.0;6.5;ZA-4560
VA;L;VA-714;DE A-6 (VILLANUEVA DE LOS CABALLEROS) A LÍMITE DE PROVINCIA DE ZAMORA;8.3;0.0;8.3;7.0;ZA-4480
VA;L;VA-800;DE NAVA DEL REY (CL-602) A CASTREJÓN;12.36;0.0;12.36;6.0;VA-4375
VA;L;VA-904;DE VA-900 (TRIGUEROS DEL VALLE) A LÍMITE DE PROVINCIA DE PALENCIA;8.7;0.0;8.7;5.8;PA-4800
VA;L;VA-912;DE MUCIENTES (VA-900) A VP-4005;20.5;0.0;20.5;7.2;VA-4400
VA;L;VA-924;DE VILLALÓN DE CAMPOS (VA-905) A LÍMITE DE PROVINCIA DE PALENCIA;9.5;0.0;9.5;5.8;PA-4590
VA;L;VA-931;DE BECILLA DE VALDERADUEY (N-601) A VA-932;9.1;0.0;9.1;7.0;VA-4455
VA;L;VA-932;DE VILLALÓN DE CAMPOS (N-610) A VA-931;11.6;0.0;11.6;7.0;VA-4425
VA;L;VA-932;DE VA-931 A LÍMITE DE PROVINCIA DE LEÓN POR SAELICES DE MAYORGA;10.1;11.6;21.7;7.0;VA-4520
VA;L;VA-932;DE LÍMITE DE PROVINCIA DE LEÓN A LÍMITE DE PROVINCIA DE LEÓN;1.75;22.85;24.6;7.0;VA-4520
VA;L;VA-941;DE SAELICES DE MAYORGA A LÍMITE DE PROVINCIA DE LEÓN;13.21;7.39;20.6;;
ZA;B;CL-527;DE ZAMORA A ZA-330;3.665;0.0;3.665;10.0;ZA-1045
ZA;B;CL-602;DE  N-122 (TORO) A ZA-605;2.75;0.0;2.75;8.0;ZA-1010
ZA;B;CL-602;DE CANAL DE SAN JOSÉ A LÍMITE DE PROVINCIA DE VALLADOLID;2.07;8.2;10.27;8.0;VA-3055
ZA;B;CL-605;DE FUENTESAÚCO A EL PIÑERO (ZA-611);19.5;130.6;150.1;8.0;ZA-3095
